,tweet,injury_report
6602,left elbow shoulder martin resume wrist surgery inf require richie today injury hall update oriole tear begin hit ortiz throw prospect labrum joey week progression,1
6603,know say tyler stlcard continue shildt optimstic mike hbp right tomorrow pinky neill test hit,1
6604,soreness wait certain start miss call peterson right david met result mri know,1
6605,soli prospect surgery roster tommy jairo man add pitching john good offseason yesterday astro,1
6606,encouraging discomfort sign issue speed swing colin polanco steady decrease report max progress evan concussion soreness moran run slow gregory phillip feel make,1
6607,go assignment look realistic say minor rehab alex near skeeter hometown league albuquerque bregman,1
6608,oblique monday warren art https retroactive leave strain day dnojmujqi7,1
6609,couple anthony setback week win angel rendon,1
6610,torn https tom rbnbkxbea4 tootwecsuz 2020 mcl play brady,1
6611,july doolittle enter sean game warren art,1
6612,davis triple assignment giant call mike right sprain tear knee jaylin tauchman rehab,1
6613,july oblique non strain right day draft sam place news retro howard,1
6614,kopech hill appearance activate mound hobble hamstring strained yesterday michael list injure field fall,1
6615,pair city join mike red world injury heel game trip accord go note series 2015 win royal moustakas kansa sideline,1
6616,wednesday look wacha go lhp game start come doubleheader ray josh rhp eligible tbd like michael fleming,1
6617,surgery say elbow lakin ready hyde oriole training spring travis today,1
6618,elbow shoulder shaw good pittsburgh hamstring vogelbach brewer return tomorrow boxberger cain rehab injury weekend pen william begin throw go assignment week say stuff trend,1
6619,lange triple optione reinstate alex rhp day list injure toledo,1
6620,rhp tonight pedro early fayetteville aledmys beach complex additionally astro rehab today injury class begin assignment fortheh west palm,1
6621,left abrams recovery miss rest tibia leave fractured season diagnose sprain month mcl estimate,1
6622,javy scratch lineup https tonight thumb right vpvixjv7rv sprain cub new,1
6623,come morgan tonight pitch cub chafin game option leave kimbrel william fresh thompson inning arrieta week miss winkler brother wieck probably,1
6624,need counsell garcia say major sore issue consider avi play hamstring,1
6625,long pitch follow codi kopech layoff appearance heuer seventh injury,1
6626,gkudnxzhhj online start carrasco tonight cyclone office mlb time ticket rehab box game https amazinstartshere assignment available kie geico,1
6627,las pinder vegas inf jacob https wilson aaa select day place chad zgv8yevk5w,1
6628,left rojas inf injure activate josh dislocate asdrubal place list dback cabrera finger,1
6629,well optioned elbow rhp right announce recall wilkerson lakin aaa mattson watkin alexander lhp taxi day oriole travis pain stevie norfolk contract dfa spenser select isaac squad,1
6630,mullin lineup santander reinstate https i1yxh67gw4 valdez oriole,1
6631,ross shoulder lobat night know game real tuesday land final jos david injure pain pretty ray cub play,1
6632,miami leg mlbnetwork cart suffer right news mlb acu field ronald injury,1
6633,corte player tonight include test red postpone need loaisiga peralta position vaccinated mlb sox beer recap quarantine positive asymptomatic possible houston yankee,1
6634,triple spencer turnbull recall garcia rhp tiger strain right day forearm place list injure bryan toledo,1
6635,tito relay hospital quick rubberduck check fine game real face sure take foul leave team jose swelling perez want ramirez ball roberto,1
6636,hammy look come kyle wise schwarber right like break team catch injury,1
6637,adam lineup absence night marlin past weather starting duvall,1
6638,loaisiga corte peralta cashman vaccinate positive know accord,1
6639,ground injury aaron darren say workout boone significant day yesterday crumple pregame hamstring,1
6640,got grounder maddon jam joe didn ward hurt tomorrow training doesn diving charge basis finger say rule think staff rendon,1
6641,hospital injury get hotel knock hurty call take dwayne facial tooth haskin police,1
6642,mondesi oblique progress rivera hamate get say progression manager mike activity royal emmanuel field matheny swing today adalberto,1
6643,try lineup dodger marlin sweep e4mcbnylaf https afternoon,1
6644,pirate oblique jar injury game discomfort oliva leave right gonzalez announce season month sideline erik,1
6645,game start calf ohtani mike shohei vote officially announce trout fan strain league star remain american,1
6646,hand brad bullpen end tanner project kyle guy list new daniel group nat injure current finnegan force active harris rainey hudson step season status,1
6647,fayetteville assignment minor low tonight schedule salem league begin rehab pedro,1
6648,left ryan game mntwin jeffer knee exit contusion,1
6649,soreness lineup hurt diving night elbow tonight leave ramirez ball jose,1
6650,wrist say active nido tonight met toma contusion,1
6651,sorely man coast east national need oblique yan gome kyle strain rush roster lobstein day team reetz jakson contract room catcher dfa select place,1
6652,clarity red star alex manager mlb worried sox martinonyc cora judge situation vxpsl1bmgc https team await covid aaron yluuarl8zs,1
6653,long wrist look looksee ugly single trainer slide land take motor right moncada like abreu funnily give base,1
6654,left quad game alex leave strain astro bregman today,1
6655,naylor clement ugly cart collision josh ernie right collide remove field,1
6656,pair city join mike red world injury heel game trip accord go note series 2015 win royal moustakas kansa sideline,1
6657,santana player right redsox hamstring treatment quadricep guy like park gonzalez progress cora receive leave emergency evaluate fenway go available feel,1
6658,left triple sherriff doubleheader man brujan durham hamstring inf recall add strain ryan lhp roster margot manuel day vidal ray place 27th,1
6659,scratch india soreness lineup second ankle base slide right yesterday tough jonathan play,1
6660,hillsboro carson assignment head start sunday dback kelly rehab,1
6661,corte player tonight include test red postpone need loaisiga peralta position vaccinated mlb sox beer recap quarantine positive asymptomatic possible houston yankee,1
6662,sox key grandal tendon yasmani week lose https tear knee cog ujb2oufbfw,1
6663,say cramp kapler crawford hamstring,1
6664,pitch game say win fifth issue ready serval forearm sheffield break star,1
6665,clarity try pinch pretty start say week posey gabe sore kapler ready tonight lot buster hit availability,1
6666,covid game tonight multiple result positive yankee postpone redsox,1
6667,ward return taylor strikeout finger jammed,1
6668,marwin right tightness gonzalez redsox hamstring,1
6669,thing deal bump kyle say farmer minor little day tomorrow david hopefully bruise heal bell,1
6670,roughrider assignment double 3rd trevino central frisco tonight bat begin rehab jose injury,1
6671,left rhp contusion return logan posey list webb move rehab roster giant reinstate retroactive thumb day buster injure july assignment place,1
6672,need martinez say week beginning haven confident miss trea ready day believe turner wouldn middle play davey,1
6673,play left leg game jose say win rest issue want like correa altuve star carlos,1
6674,spasm tucker series regularly rest state yes plan starter https yesterday precaution baker billygibula 7uanai6kq1 altuve,1
6675,jarvi prospect pitch oblique rounder double bryce issue diamondback list injure year hit,1
6676,tell torn carrasco velocity met 90 hamstring live mid ampe return tackle like time rehab today carlos rojas heart batter face final luis reach beat sound step fast,1
6677,close bring get start setback posey catcher essentially sure ready bullpen want day yesterday team cautious catch,1
6678,brantley jose discomfort rest indian tonight right michael astro altuve,1
6679,evaluate sox grandal yasmani calf strained,1
6680,roster say cora marwin right day gonzalez place redsox hamstring,1
6681,player stadium join yesterday 2fswf5x0tz britton blake honor hopeweek wrap field bicuspid face https boone spend day tour catch condition aortic aaron wheatley diagnose valve play,1
